frame_idx,model_label,preprocess_ms,inference_ms,postprocess_ms,total_ms,detections,confidence_mean,gpu_mem_mb,cpu_percent
323,yolo_fasternet,1.781,49.087,0.245,51.373,7,0.8288,0.0,52.4
324,yolo_fasternet,1.968,38.423,0.24,40.95,8,0.6771,0.0,51.5
325,yolo_fasternet,2.009,38.565,0.244,41.125,7,0.7341,0.0,51.5
326,yolo_fasternet,2.004,39.644,0.26,42.231,7,0.7372,0.0,51.4
327,yolo_fasternet,1.542,39.827,0.249,41.856,8,0.7079,0.0,51.4
328,yolo_fasternet,1.579,39.612,0.256,41.702,10,0.6738,0.0,51.5
329,yolo_fasternet,1.555,39.639,0.259,41.7,8,0.7114,0.0,51.4
330,yolo_fasternet,1.585,39.847,0.265,41.94,7,0.7711,0.0,52.9
331,yolo_fasternet,1.538,39.625,0.251,41.651,9,0.7362,0.0,50.0
332,yolo_fasternet,1.824,50.26,0.257,52.628,9,0.7519,0.0,51.2
333,yolo_fasternet,1.574,39.842,0.256,41.917,11,0.7162,0.0,51.5
334,yolo_fasternet,1.508,40.048,0.263,42.075,9,0.8002,0.0,52.8
335,yolo_fasternet,1.579,39.692,0.253,41.784,10,0.7693,0.0,51.4
336,yolo_fasternet,1.85,49.808,0.264,52.208,11,0.7779,0.0,50.0
337,yolo_fasternet,1.515,38.827,0.244,40.822,10,0.7654,0.0,52.9
338,yolo_fasternet,1.509,38.86,0.252,41.805,9,0.7957,0.0,48.5
339,yolo_fasternet,1.74,40.329,0.269,42.58,9,0.8126,0.0,54.3
340,yolo_fasternet,2.049,40.039,0.256,42.658,10,0.7378,0.0,51.4
341,yolo_fasternet,2.091,39.696,0.264,42.363,9,0.7925,0.0,50.0
342,yolo_fasternet,2.056,39.638,0.255,42.269,8,0.8175,0.0,51.4
343,yolo_fasternet,1.832,48.509,0.253,50.868,9,0.7311,0.0,51.2
344,yolo_fasternet,2.041,40.593,0.254,43.2,7,0.8622,0.0,52.8
345,yolo_fasternet,1.58,39.718,0.251,42.713,8,0.7884,0.0,51.4
346,yolo_fasternet,1.655,39.913,0.258,42.072,8,0.7873,0.0,50.0
347,yolo_fasternet,2.068,40.196,0.259,42.827,8,0.7786,0.0,52.8
348,yolo_fasternet,1.575,40.652,0.257,42.736,8,0.7732,0.0,51.4
349,yolo_fasternet,1.554,39.608,0.25,41.668,8,0.7718,0.0,51.5
350,yolo_fasternet,1.573,39.667,0.257,41.749,8,0.7739,0.0,50.0
351,yolo_fasternet,2.163,41.119,0.266,43.841,8,0.7814,0.0,55.3
352,yolo_fasternet,2.062,40.009,0.25,42.633,8,0.7855,0.0,52.8
353,yolo_fasternet,1.588,40.029,0.246,42.129,8,0.7841,0.0,50.0
354,yolo_fasternet,1.556,40.166,0.257,42.229,8,0.7799,0.0,52.9
355,yolo_fasternet,2.037,40.095,0.249,43.986,8,0.7826,0.0,50.0
356,yolo_fasternet,1.788,40.004,0.252,42.298,8,0.77,0.0,51.4
357,yolo_fasternet,1.852,48.532,0.349,51.013,8,0.7704,0.0,55.0
358,yolo_fasternet,1.781,39.77,0.25,42.121,8,0.7637,0.0,51.4
359,yolo_fasternet,2.059,40.18,0.254,42.797,7,0.8211,0.0,54.3
360,yolo_fasternet,1.602,39.438,0.258,41.559,6,0.9054,0.0,51.4
361,yolo_fasternet,1.548,40.519,0.259,42.579,6,0.8948,0.0,51.5
362,yolo_fasternet,2.046,39.601,0.252,42.214,6,0.8941,0.0,52.8
363,yolo_fasternet,1.567,39.851,0.254,41.92,6,0.9009,0.0,50.0
364,yolo_fasternet,1.603,39.463,0.261,41.57,6,0.901,0.0,52.9
365,yolo_fasternet,1.569,41.23,0.264,43.309,6,0.9001,0.0,51.4
366,yolo_fasternet,1.622,41.958,0.401,44.255,7,0.8117,0.0,54.1
367,yolo_fasternet,2.083,42.572,0.273,45.264,6,0.9012,0.0,54.1
368,yolo_fasternet,1.613,41.152,0.255,43.274,6,0.8997,0.0,51.4
369,yolo_fasternet,1.59,40.191,0.252,42.28,6,0.9002,0.0,51.4
370,yolo_fasternet,2.06,40.003,0.251,42.636,7,0.8179,0.0,51.4
371,yolo_fasternet,1.564,41.284,0.301,43.414,7,0.8663,0.0,55.6
372,yolo_fasternet,1.663,39.88,0.254,42.058,7,0.8719,0.0,50.0
373,yolo_fasternet,1.575,39.85,0.257,41.947,8,0.7924,0.0,51.5
374,yolo_fasternet,1.536,39.721,0.251,41.764,8,0.7578,0.0,51.4
375,yolo_fasternet,1.564,40.575,0.266,42.642,8,0.7499,0.0,51.4
376,yolo_fasternet,1.55,43.378,0.262,45.436,8,0.7682,0.0,55.6
377,yolo_fasternet,1.651,42.668,0.267,44.852,8,0.7618,0.0,54.1
378,yolo_fasternet,1.893,50.798,0.251,53.237,8,0.739,0.0,51.2
379,yolo_fasternet,1.577,39.544,0.258,41.618,8,0.7395,0.0,51.4
380,yolo_fasternet,1.563,40.858,0.271,42.937,8,0.7582,0.0,52.9
381,yolo_fasternet,2.029,51.835,0.354,54.514,8,0.7659,0.0,66.7
382,yolo_fasternet,1.994,40.754,0.253,43.285,9,0.7496,0.0,51.4
383,yolo_fasternet,1.589,39.833,0.255,41.924,9,0.6967,0.0,52.9
384,yolo_fasternet,1.592,39.901,0.258,41.992,9,0.678,0.0,51.4
385,yolo_fasternet,1.596,40.182,0.257,42.298,7,0.8148,0.0,50.0
386,yolo_fasternet,2.176,39.841,0.27,42.6,8,0.7068,0.0,52.8
387,yolo_fasternet,1.549,41.221,0.257,43.266,8,0.7172,0.0,54.3
388,yolo_fasternet,2.113,46.249,0.264,48.95,8,0.7557,0.0,58.5
389,yolo_fasternet,1.78,41.262,0.266,43.556,7,0.8126,0.0,51.4
390,yolo_fasternet,1.649,44.521,0.261,46.696,8,0.7679,0.0,54.1
391,yolo_fasternet,1.723,41.425,0.277,43.675,8,0.7289,0.0,52.8
392,yolo_fasternet,1.604,40.812,0.275,42.941,8,0.742,0.0,50.0
393,yolo_fasternet,1.627,41.731,0.277,43.886,8,0.745,0.0,51.4
394,yolo_fasternet,2.104,41.5,0.261,44.191,8,0.7485,0.0,51.4
395,yolo_fasternet,1.642,41.43,0.263,43.605,8,0.7465,0.0,50.0
396,yolo_fasternet,1.903,51.724,0.267,54.19,8,0.7397,0.0,52.3
397,yolo_fasternet,1.561,39.981,0.266,42.054,8,0.7429,0.0,50.0
398,yolo_fasternet,1.595,39.802,0.258,41.902,8,0.6913,0.0,51.4
399,yolo_fasternet,1.545,40.146,0.252,42.186,8,0.7048,0.0,51.5
400,yolo_fasternet,1.559,39.881,0.255,41.94,8,0.7165,0.0,51.4
401,yolo_fasternet,1.827,42.97,0.249,45.297,8,0.7153,0.0,52.6
402,yolo_fasternet,1.559,39.821,0.25,41.871,8,0.6953,0.0,50.0
403,yolo_fasternet,1.564,39.863,0.254,41.919,8,0.6629,0.0,54.3
404,yolo_fasternet,2.038,40.782,0.281,43.411,8,0.6871,0.0,52.9
405,yolo_fasternet,1.59,41.196,0.284,43.329,8,0.7016,0.0,50.0
406,yolo_fasternet,1.61,41.534,0.262,43.659,7,0.7707,0.0,51.4
407,yolo_fasternet,1.616,41.194,0.278,43.349,7,0.7871,0.0,51.4
408,yolo_fasternet,1.624,40.357,0.255,42.488,7,0.7591,0.0,50.0
409,yolo_fasternet,1.587,40.552,0.258,42.643,8,0.6825,0.0,51.4
410,yolo_fasternet,1.887,54.776,0.301,57.26,8,0.6747,0.0,51.1
411,yolo_fasternet,1.565,40.641,0.257,42.768,7,0.7475,0.0,54.3
412,yolo_fasternet,2.053,40.881,0.262,43.523,8,0.7501,0.0,51.4
413,yolo_fasternet,1.596,40.177,0.258,42.27,8,0.7551,0.0,50.0
414,yolo_fasternet,1.597,40.108,0.254,42.206,9,0.7147,0.0,52.9
415,yolo_fasternet,1.574,40.991,0.254,44.275,9,0.6737,0.0,51.4
416,yolo_fasternet,1.786,40.911,0.264,43.227,8,0.7384,0.0,51.4
417,yolo_fasternet,1.564,40.181,0.265,42.248,8,0.7222,0.0,51.5
418,yolo_fasternet,1.607,39.639,0.256,41.752,7,0.7851,0.0,51.4
419,yolo_fasternet,1.547,39.993,0.251,42.048,7,0.7941,0.0,51.4
420,yolo_fasternet,2.046,40.429,0.256,43.049,9,0.6614,0.0,50.0
421,yolo_fasternet,1.57,40.388,0.252,42.476,9,0.6606,0.0,51.4
422,yolo_fasternet,1.603,40.071,0.257,42.186,7,0.8109,0.0,51.5
423,yolo_fasternet,1.578,43.908,0.261,45.992,7,0.7941,0.0,55.3
424,yolo_fasternet,1.904,49.006,0.281,51.484,5,0.8265,0.0,52.4
425,yolo_fasternet,1.648,41.868,0.27,44.036,7,0.6659,0.0,51.4
426,yolo_fasternet,1.633,41.342,0.254,43.478,7,0.707,0.0,51.4
427,yolo_fasternet,1.581,40.091,0.254,42.168,7,0.7336,0.0,50.0
428,yolo_fasternet,1.617,42.11,0.273,44.252,7,0.769,0.0,52.8
429,yolo_fasternet,1.592,40.435,0.255,42.523,6,0.7986,0.0,51.4
430,yolo_fasternet,1.661,39.876,0.258,42.072,9,0.6471,0.0,51.5
431,yolo_fasternet,1.576,40.917,0.255,43.015,8,0.7847,0.0,51.4
432,yolo_fasternet,1.594,41.465,0.276,43.594,8,0.7628,0.0,52.8
433,yolo_fasternet,1.599,42.621,0.277,44.746,8,0.7263,0.0,54.1
434,yolo_fasternet,2.171,41.573,0.264,44.335,7,0.7865,0.0,51.4
435,yolo_fasternet,1.627,41.476,0.274,43.633,8,0.8292,0.0,51.4
436,yolo_fasternet,1.637,41.753,0.284,43.924,8,0.8025,0.0,52.8
437,yolo_fasternet,1.658,41.691,0.29,43.888,8,0.772,0.0,51.4
438,yolo_fasternet,1.597,40.296,0.255,42.397,7,0.7951,0.0,51.4
439,yolo_fasternet,1.584,39.981,0.25,42.057,7,0.8123,0.0,51.4
440,yolo_fasternet,1.585,40.125,0.253,42.202,8,0.7277,0.0,51.4
441,yolo_fasternet,1.575,40.235,0.267,42.34,6,0.8458,0.0,51.5
442,yolo_fasternet,2.048,44.445,0.268,47.055,5,0.8235,0.0,55.3
443,yolo_fasternet,1.588,40.385,0.253,42.47,7,0.7034,0.0,51.4
444,yolo_fasternet,1.582,39.741,0.252,41.817,6,0.7675,0.0,51.4
445,yolo_fasternet,1.575,39.96,0.257,42.04,5,0.8346,0.0,51.4
446,yolo_fasternet,1.572,40.273,0.256,42.342,5,0.8819,0.0,52.9
447,yolo_fasternet,1.572,41.093,0.267,43.189,5,0.883,0.0,50.0
448,yolo_fasternet,1.606,41.701,0.262,43.819,4,0.9212,0.0,52.8
449,yolo_fasternet,1.611,43.286,0.276,45.447,5,0.774,0.0,55.6
450,yolo_fasternet,1.648,42.676,0.275,44.848,6,0.728,0.0,54.1
451,yolo_fasternet,1.874,43.236,0.257,45.64,6,0.6775,0.0,54.1
452,yolo_fasternet,1.583,40.61,0.254,42.689,6,0.626,0.0,50.0
453,yolo_fasternet,1.595,40.074,0.251,42.164,7,0.5784,0.0,52.8
454,yolo_fasternet,1.558,40.624,0.25,42.681,5,0.7455,0.0,50.0
455,yolo_fasternet,1.593,39.899,0.256,41.989,4,0.8638,0.0,52.9
456,yolo_fasternet,1.587,40.321,0.256,42.405,4,0.8615,0.0,52.8
457,yolo_fasternet,1.584,40.236,0.255,42.321,4,0.8508,0.0,50.0
458,yolo_fasternet,1.574,40.159,0.251,42.225,5,0.748,0.0,51.4
459,yolo_fasternet,1.618,40.103,0.266,42.235,5,0.8465,0.0,52.9
460,yolo_fasternet,1.601,41.259,0.272,43.393,6,0.735,0.0,50.0
461,yolo_fasternet,1.637,41.658,0.272,43.82,5,0.8245,0.0,52.8
462,yolo_fasternet,1.616,41.319,0.26,43.447,5,0.8243,0.0,50.0
463,yolo_fasternet,1.583,40.381,0.25,42.458,5,0.8242,0.0,52.8
464,yolo_fasternet,1.59,40.819,0.249,42.912,5,0.8034,0.0,50.0
465,yolo_fasternet,1.572,40.142,0.265,42.246,4,0.8036,0.0,51.4
466,yolo_fasternet,1.582,40.156,0.25,42.228,5,0.749,0.0,52.9
467,yolo_fasternet,1.591,40.18,0.252,42.264,5,0.7663,0.0,50.0
468,yolo_fasternet,1.597,39.992,0.252,42.089,5,0.7549,0.0,50.0
469,yolo_fasternet,1.569,40.034,0.252,42.122,5,0.7589,0.0,52.8
470,yolo_fasternet,1.595,39.782,0.258,41.888,6,0.71,0.0,50.0
471,yolo_fasternet,1.54,41.332,0.275,43.402,6,0.6655,0.0,51.4
472,yolo_fasternet,1.652,41.413,0.266,43.583,5,0.6995,0.0,51.4
473,yolo_fasternet,1.745,50.602,0.397,53.09,6,0.6436,0.0,63.6
474,yolo_fasternet,1.808,47.299,0.268,49.713,6,0.6298,0.0,57.5
475,yolo_fasternet,1.668,41.547,0.252,43.791,6,0.6521,0.0,52.8
476,yolo_fasternet,1.553,40.314,0.265,42.385,6,0.6289,0.0,50.0
477,yolo_fasternet,1.594,40.17,0.255,42.265,6,0.6508,0.0,52.9
478,yolo_fasternet,1.583,41.729,0.282,43.836,5,0.7165,0.0,52.8
479,yolo_fasternet,1.594,40.047,0.252,42.135,5,0.7307,0.0,51.4
480,yolo_fasternet,1.555,40.531,0.256,42.585,6,0.6415,0.0,51.4
481,yolo_fasternet,1.576,40.341,0.253,42.42,7,0.658,0.0,51.4
482,yolo_fasternet,1.586,40.065,0.256,42.149,6,0.7539,0.0,52.9
483,yolo_fasternet,1.558,41.855,0.264,43.917,6,0.7664,0.0,50.0
484,yolo_fasternet,1.697,41.333,0.271,43.563,6,0.8062,0.0,52.8
485,yolo_fasternet,1.9,54.702,0.269,57.157,6,0.7862,0.0,50.0
486,yolo_fasternet,1.561,39.497,0.255,41.554,7,0.654,0.0,52.9
487,yolo_fasternet,1.539,39.883,0.253,41.911,8,0.6488,0.0,52.9
488,yolo_fasternet,2.043,39.919,0.263,43.447,9,0.6518,0.0,50.0
489,yolo_fasternet,1.749,40.278,0.254,42.529,8,0.6505,0.0,52.9
490,yolo_fasternet,1.595,39.734,0.258,41.831,9,0.6794,0.0,51.4
491,yolo_fasternet,1.881,54.801,0.294,57.261,8,0.6719,0.0,52.2
492,yolo_fasternet,1.583,39.683,0.262,41.778,9,0.6829,0.0,51.4
493,yolo_fasternet,1.883,49.802,0.243,52.207,8,0.736,0.0,50.0
494,yolo_fasternet,1.533,38.032,0.241,40.038,7,0.7227,0.0,53.1
495,yolo_fasternet,1.58,38.442,0.243,40.501,9,0.6621,0.0,50.0
496,yolo_fasternet,2.024,40.745,0.273,43.349,7,0.7291,0.0,54.3
497,yolo_fasternet,1.565,39.693,0.252,41.77,9,0.6657,0.0,51.4
498,yolo_fasternet,1.586,39.638,0.254,41.723,8,0.6475,0.0,50.0
499,yolo_fasternet,2.054,40.197,0.255,42.805,9,0.6684,0.0,51.4
500,yolo_fasternet,1.577,41.641,0.257,43.716,10,0.6574,0.0,54.1
501,yolo_fasternet,1.76,40.528,0.263,42.838,11,0.581,0.0,54.1
502,yolo_fasternet,1.6,39.477,0.251,41.568,9,0.6805,0.0,48.5
503,yolo_fasternet,1.559,39.673,0.249,41.718,8,0.7481,0.0,54.3
504,yolo_fasternet,2.043,40.749,0.25,44.276,9,0.6791,0.0,51.4
505,yolo_fasternet,1.759,40.412,0.251,42.662,8,0.5911,0.0,51.4
506,yolo_fasternet,1.865,45.979,0.255,49.3,7,0.689,0.0,50.0
507,yolo_fasternet,2.162,40.017,0.256,42.742,6,0.7024,0.0,54.3
508,yolo_fasternet,1.587,39.746,0.263,41.84,6,0.6593,0.0,50.0
509,yolo_fasternet,1.541,40.135,0.26,42.181,7,0.6025,0.0,51.4
510,yolo_fasternet,1.589,39.887,0.267,41.985,7,0.5677,0.0,52.9
511,yolo_fasternet,1.558,39.808,0.263,41.872,8,0.6761,0.0,50.0
512,yolo_fasternet,2.058,39.913,0.254,42.536,7,0.6628,0.0,51.4
513,yolo_fasternet,1.571,40.17,0.248,43.456,9,0.6352,0.0,52.8
514,yolo_fasternet,1.779,40.277,0.252,42.561,8,0.7463,0.0,50.0
515,yolo_fasternet,1.866,47.507,0.264,49.91,8,0.7663,0.0,52.4
516,yolo_fasternet,1.612,39.997,0.253,42.105,8,0.7538,0.0,50.0
517,yolo_fasternet,1.552,40.064,0.254,42.108,8,0.7755,0.0,51.4
518,yolo_fasternet,1.617,40.253,0.248,42.37,7,0.8394,0.0,52.9
519,yolo_fasternet,1.557,40.315,0.262,42.381,7,0.8583,0.0,51.4
520,yolo_fasternet,2.053,39.925,0.25,42.539,8,0.796,0.0,51.4
521,yolo_fasternet,1.561,40.601,0.252,42.66,8,0.8481,0.0,51.4
522,yolo_fasternet,1.619,40.113,0.256,42.243,8,0.8378,0.0,52.9
523,yolo_fasternet,1.847,53.232,0.263,55.614,8,0.85,0.0,51.1
524,yolo_fasternet,1.594,39.952,0.258,42.052,7,0.8694,0.0,51.4
525,yolo_fasternet,1.543,39.698,0.247,41.728,7,0.865,0.0,50.0
526,yolo_fasternet,1.576,39.683,0.248,41.758,7,0.8216,0.0,51.5
527,yolo_fasternet,1.539,39.831,0.265,41.884,7,0.71,0.0,50.0
528,yolo_fasternet,2.057,39.743,0.255,42.368,7,0.7876,0.0,52.9
529,yolo_fasternet,1.585,39.839,0.252,41.923,8,0.7098,0.0,51.4
530,yolo_fasternet,1.618,42.079,0.259,44.205,7,0.7747,0.0,54.1
531,yolo_fasternet,2.118,42.469,0.266,45.184,8,0.723,0.0,52.8
532,yolo_fasternet,1.623,41.05,0.266,43.191,8,0.7099,0.0,52.8
533,yolo_fasternet,1.595,41.357,0.248,43.444,8,0.6812,0.0,51.4
534,yolo_fasternet,1.604,39.907,0.248,42.001,8,0.7041,0.0,51.5
535,yolo_fasternet,1.591,40.143,0.251,42.222,10,0.6374,0.0,52.8
536,yolo_fasternet,2.068,40.353,0.262,42.995,10,0.6451,0.0,51.4
537,yolo_fasternet,1.591,41.859,0.26,43.967,8,0.6859,0.0,52.8
538,yolo_fasternet,1.662,40.919,0.265,43.097,8,0.7341,0.0,51.4
539,yolo_fasternet,2.134,41.602,0.271,44.338,8,0.6745,0.0,50.0
540,yolo_fasternet,1.61,42.387,0.265,44.511,9,0.6517,0.0,52.8
541,yolo_fasternet,1.611,41.289,0.278,43.433,8,0.6364,0.0,52.8
542,yolo_fasternet,1.594,45.847,0.275,47.979,8,0.6276,0.0,56.4
543,yolo_fasternet,1.612,41.441,0.254,43.556,7,0.6404,0.0,51.4
544,yolo_fasternet,1.832,54.226,0.298,56.649,7,0.6202,0.0,51.1
545,yolo_fasternet,1.886,54.328,0.29,56.836,7,0.5923,0.0,52.2
546,yolo_fasternet,1.558,38.598,0.244,40.643,8,0.5355,0.0,50.0
547,yolo_fasternet,2.028,39.225,0.247,41.803,6,0.6147,0.0,52.9
548,yolo_fasternet,1.555,39.246,0.25,41.307,7,0.6042,0.0,51.4
549,yolo_fasternet,1.817,49.068,0.251,51.399,7,0.5934,0.0,51.2
550,yolo_fasternet,1.617,39.523,0.25,41.643,6,0.6529,0.0,51.4
551,yolo_fasternet,2.289,42.14,0.259,44.993,6,0.6633,0.0,55.6
552,yolo_fasternet,2.07,39.959,0.249,42.594,7,0.5441,0.0,50.0
553,yolo_fasternet,1.57,40.34,0.26,42.414,6,0.6843,0.0,51.4
554,yolo_fasternet,1.586,39.767,0.248,41.852,5,0.7367,0.0,51.4
555,yolo_fasternet,2.071,40.218,0.248,42.849,5,0.7552,0.0,51.5
556,yolo_fasternet,1.575,39.408,0.257,41.483,5,0.7625,0.0,51.4
557,yolo_fasternet,1.842,48.246,0.248,50.607,5,0.778,0.0,51.2
558,yolo_fasternet,1.808,44.85,0.246,47.179,5,0.7812,0.0,52.6
559,yolo_fasternet,1.517,38.68,0.246,40.677,6,0.6861,0.0,50.0
560,yolo_fasternet,2.017,38.541,0.25,41.112,7,0.6311,0.0,51.5
561,yolo_fasternet,1.562,39.841,0.253,41.916,6,0.7591,0.0,51.5
562,yolo_fasternet,1.578,40.135,0.249,43.431,6,0.7572,0.0,51.4
563,yolo_fasternet,2.021,55.214,0.283,57.797,7,0.6859,0.0,50.0
564,yolo_fasternet,1.812,51.831,0.549,54.48,7,0.6704,0.0,63.6
565,yolo_fasternet,1.784,44.598,0.272,46.963,6,0.7195,0.0,57.9
566,yolo_fasternet,1.656,40.31,0.306,42.532,6,0.7004,0.0,51.4
567,yolo_fasternet,1.552,39.567,0.259,41.645,6,0.7862,0.0,52.8
568,yolo_fasternet,1.849,50.886,0.257,53.276,6,0.8081,0.0,51.2
569,yolo_fasternet,1.566,40.03,0.258,42.097,6,0.8168,0.0,50.0
570,yolo_fasternet,1.595,41.308,0.248,43.397,7,0.8038,0.0,55.6
571,yolo_fasternet,2.055,40.411,0.256,43.038,7,0.7603,0.0,50.0
572,yolo_fasternet,1.604,39.948,0.249,42.045,6,0.7912,0.0,52.9
573,yolo_fasternet,1.558,40.144,0.253,42.202,6,0.8169,0.0,50.0
574,yolo_fasternet,1.577,39.961,0.258,42.048,6,0.8207,0.0,51.4
575,yolo_fasternet,1.553,39.949,0.268,42.02,6,0.8166,0.0,52.9
576,yolo_fasternet,2.049,40.125,0.254,42.742,6,0.8114,0.0,50.0
577,yolo_fasternet,1.552,39.856,0.25,41.916,6,0.7925,0.0,51.4
578,yolo_fasternet,1.594,42.083,0.248,44.168,5,0.8953,0.0,56.8
579,yolo_fasternet,1.808,47.339,0.251,49.677,5,0.8996,0.0,50.0
580,yolo_fasternet,1.619,39.845,0.25,41.963,5,0.8968,0.0,51.5
581,yolo_fasternet,1.59,40.0,0.254,42.084,6,0.7954,0.0,51.4
582,yolo_fasternet,1.605,39.894,0.252,41.999,5,0.8994,0.0,50.0
583,yolo_fasternet,1.567,39.751,0.255,41.81,6,0.7815,0.0,51.4
584,yolo_fasternet,2.047,40.608,0.255,43.225,6,0.7769,0.0,52.9
585,yolo_fasternet,1.57,39.53,0.258,41.605,6,0.7789,0.0,51.4
586,yolo_fasternet,1.571,39.858,0.268,41.941,5,0.8324,0.0,50.0
587,yolo_fasternet,2.051,40.159,0.25,42.771,5,0.8961,0.0,54.3
588,yolo_fasternet,1.631,41.033,0.277,43.2,5,0.8738,0.0,51.4
589,yolo_fasternet,1.557,41.717,0.249,43.763,5,0.9011,0.0,52.8
590,yolo_fasternet,1.572,40.864,0.248,42.938,5,0.9028,0.0,54.3
591,yolo_fasternet,1.575,40.48,0.262,42.58,5,0.864,0.0,51.4
592,yolo_fasternet,1.956,51.117,0.26,53.614,5,0.8888,0.0,52.3
593,yolo_fasternet,1.563,39.915,0.264,41.992,5,0.8811,0.0,52.9
594,yolo_fasternet,1.567,40.11,0.25,42.172,5,0.8977,0.0,51.4
595,yolo_fasternet,1.847,47.248,0.255,49.645,5,0.8653,0.0,51.2
596,yolo_fasternet,1.568,39.716,0.247,41.775,6,0.6265,0.0,51.5
597,yolo_fasternet,1.565,40.137,0.254,42.195,5,0.881,0.0,51.4
598,yolo_fasternet,1.791,39.92,0.256,42.288,5,0.8375,0.0,52.9
599,yolo_fasternet,1.553,39.99,0.256,42.038,6,0.7787,0.0,50.0
600,yolo_fasternet,2.03,39.955,0.255,42.552,7,0.6621,0.0,51.4
601,yolo_fasternet,2.002,41.602,0.256,44.144,6,0.6792,0.0,54.1
602,yolo_fasternet,1.591,39.955,0.252,42.042,6,0.6886,0.0,51.4
603,yolo_fasternet,2.062,40.527,0.251,43.141,9,0.5802,0.0,52.8
604,yolo_fasternet,1.573,39.885,0.255,41.954,9,0.6181,0.0,51.5
605,yolo_fasternet,1.548,40.164,0.249,42.196,8,0.667,0.0,52.8
606,yolo_fasternet,1.867,46.604,0.254,49.011,8,0.6287,0.0,52.5
607,yolo_fasternet,2.081,40.269,0.253,42.921,8,0.6306,0.0,50.0
608,yolo_fasternet,1.571,40.039,0.259,42.121,7,0.7056,0.0,51.4
609,yolo_fasternet,2.055,40.618,0.264,43.25,7,0.6802,0.0,51.4
610,yolo_fasternet,1.575,43.253,0.261,45.341,7,0.6848,0.0,59.5
611,yolo_fasternet,1.663,41.157,0.255,43.339,7,0.6959,0.0,54.1
612,yolo_fasternet,1.846,46.062,0.253,48.441,6,0.733,0.0,51.3
613,yolo_fasternet,1.55,40.084,0.256,42.128,7,0.693,0.0,50.0
614,yolo_fasternet,1.559,40.316,0.254,42.375,8,0.5989,0.0,54.3
615,yolo_fasternet,1.576,40.565,0.256,42.634,5,0.7849,0.0,50.0
616,yolo_fasternet,2.026,40.418,0.252,43.008,5,0.8578,0.0,52.8
617,yolo_fasternet,1.554,40.489,0.255,42.542,5,0.8611,0.0,52.9
618,yolo_fasternet,1.568,39.771,0.249,41.841,6,0.8213,0.0,51.4
619,yolo_fasternet,2.052,40.795,0.25,43.399,6,0.7047,0.0,52.8
620,yolo_fasternet,1.55,41.085,0.277,43.159,6,0.7583,0.0,50.0
621,yolo_fasternet,1.582,42.092,0.266,44.186,7,0.7083,0.0,52.8
622,yolo_fasternet,1.905,46.956,0.254,49.394,6,0.7331,0.0,51.2
623,yolo_fasternet,2.06,39.946,0.262,42.573,6,0.7721,0.0,52.9
624,yolo_fasternet,1.563,40.019,0.253,42.088,7,0.701,0.0,51.4
625,yolo_fasternet,2.044,40.224,0.259,42.829,6,0.7485,0.0,51.4
626,yolo_fasternet,1.594,39.927,0.268,42.037,6,0.7828,0.0,51.5
627,yolo_fasternet,1.553,39.999,0.262,42.058,6,0.8158,0.0,51.4
628,yolo_fasternet,1.856,46.103,0.252,48.478,5,0.8287,0.0,51.3
629,yolo_fasternet,1.565,39.638,0.25,41.703,5,0.8426,0.0,51.4
630,yolo_fasternet,1.6,39.807,0.251,41.911,5,0.8225,0.0,52.9
631,yolo_fasternet,1.556,40.253,0.249,42.294,5,0.7292,0.0,52.8
632,yolo_fasternet,1.854,51.271,0.259,53.664,5,0.7263,0.0,51.2
633,yolo_fasternet,1.574,45.064,0.256,47.134,5,0.7381,0.0,57.9
634,yolo_fasternet,1.617,40.215,0.249,42.327,6,0.808,0.0,52.9
635,yolo_fasternet,1.827,50.824,0.255,53.178,6,0.8255,0.0,52.3
636,yolo_fasternet,1.568,40.038,0.254,42.113,6,0.8239,0.0,50.0
637,yolo_fasternet,1.525,40.705,0.251,42.728,6,0.8029,0.0,54.3
638,yolo_fasternet,1.652,40.701,0.253,42.853,8,0.6969,0.0,52.8
639,yolo_fasternet,1.814,46.608,0.256,48.942,8,0.7407,0.0,52.5
640,yolo_fasternet,2.006,39.939,0.249,42.503,7,0.7852,0.0,50.0
641,yolo_fasternet,1.543,40.333,0.265,42.379,6,0.8769,0.0,54.3
642,yolo_fasternet,1.576,39.845,0.258,41.925,6,0.8833,0.0,48.5
643,yolo_fasternet,1.821,50.908,0.256,53.255,6,0.8726,0.0,52.3
644,yolo_fasternet,1.634,40.255,0.247,42.378,7,0.8585,0.0,51.4
645,yolo_fasternet,1.578,40.056,0.259,42.141,8,0.7745,0.0,52.9
646,yolo_fasternet,1.555,39.915,0.252,41.973,8,0.8404,0.0,48.5
647,yolo_fasternet,1.572,40.202,0.251,42.269,10,0.7449,0.0,52.8
648,yolo_fasternet,2.049,40.018,0.25,42.625,9,0.7308,0.0,52.9
649,yolo_fasternet,1.536,40.185,0.251,42.216,9,0.8116,0.0,51.4
650,yolo_fasternet,1.571,39.814,0.254,41.898,9,0.7945,0.0,50.0
651,yolo_fasternet,2.221,43.674,0.257,46.476,9,0.8236,0.0,56.4
652,yolo_fasternet,1.556,40.162,0.258,42.222,9,0.8649,0.0,51.4
653,yolo_fasternet,1.567,39.899,0.252,41.963,9,0.847,0.0,51.5
654,yolo_fasternet,1.605,39.895,0.255,42.0,8,0.8789,0.0,51.4
