frame_idx,model_label,preprocess_ms,inference_ms,postprocess_ms,total_ms,detections,confidence_mean,gpu_mem_mb,cpu_percent
350,yolo26n,1.31,48.588,0.227,50.361,9,0.6018,0.0,51.2
351,yolo26n,1.935,51.138,0.202,53.59,10,0.5716,0.0,54.5
352,yolo26n,1.658,48.583,0.205,50.713,9,0.5834,0.0,51.2
353,yolo26n,1.318,48.674,0.205,50.419,10,0.5658,0.0,48.8
354,yolo26n,1.358,48.519,0.21,50.318,11,0.5462,0.0,52.4
355,yolo26n,1.313,49.719,0.2,51.439,11,0.5582,0.0,50.0
356,yolo26n,1.318,48.791,0.208,50.531,13,0.466,0.0,52.4
357,yolo26n,1.34,48.577,0.206,50.334,10,0.5645,0.0,51.2
358,yolo26n,1.337,48.529,0.218,50.321,11,0.5454,0.0,51.2
359,yolo26n,1.285,48.795,0.203,50.494,9,0.5936,0.0,52.4
360,yolo26n,1.665,49.224,0.206,51.365,8,0.6326,0.0,51.2
361,yolo26n,1.46,56.131,0.28,58.101,8,0.6287,0.0,55.3
362,yolo26n,1.918,51.093,0.206,53.537,9,0.5917,0.0,53.5
363,yolo26n,1.331,48.784,0.218,50.547,8,0.6496,0.0,52.5
364,yolo26n,1.477,55.37,0.212,57.316,8,0.6559,0.0,51.1
365,yolo26n,1.35,49.342,0.202,51.106,9,0.6119,0.0,52.4
366,yolo26n,1.423,48.682,0.208,50.564,8,0.6593,0.0,50.0
367,yolo26n,1.337,48.653,0.221,50.42,9,0.6113,0.0,50.0
368,yolo26n,1.731,48.627,0.214,50.84,9,0.6243,0.0,52.4
369,yolo26n,1.36,48.785,0.211,50.574,9,0.6312,0.0,51.2
370,yolo26n,1.404,57.293,0.288,59.265,9,0.6388,0.0,52.1
371,yolo26n,1.406,48.214,0.202,50.075,9,0.6552,0.0,51.2
372,yolo26n,1.49,52.7,0.22,54.646,9,0.6466,0.0,51.1
373,yolo26n,1.345,49.048,0.204,50.808,10,0.5995,0.0,51.2
374,yolo26n,1.333,48.405,0.211,50.173,10,0.5938,0.0,51.2
375,yolo26n,1.356,49.064,0.2,50.832,10,0.5958,0.0,51.2
376,yolo26n,1.452,53.03,0.204,54.94,10,0.5978,0.0,51.1
377,yolo26n,1.347,48.385,0.205,50.163,10,0.6048,0.0,51.2
378,yolo26n,1.701,48.019,0.222,50.23,11,0.5632,0.0,51.2
379,yolo26n,1.354,49.087,0.232,50.888,10,0.5909,0.0,52.5
380,yolo26n,1.413,49.81,0.201,51.653,11,0.571,0.0,53.5
381,yolo26n,1.696,49.1,0.203,51.262,10,0.6178,0.0,52.4
382,yolo26n,1.305,47.89,0.203,49.615,11,0.6189,0.0,52.5
383,yolo26n,1.344,49.017,0.206,50.8,11,0.6034,0.0,51.2
384,yolo26n,1.324,48.743,0.206,50.491,11,0.5974,0.0,51.2
385,yolo26n,1.329,48.522,0.207,50.267,11,0.6246,0.0,51.2
386,yolo26n,1.649,49.173,0.2,51.291,11,0.6203,0.0,52.4
387,yolo26n,1.37,48.548,0.208,50.334,11,0.6151,0.0,50.0
388,yolo26n,1.362,48.491,0.222,50.308,10,0.6428,0.0,50.0
389,yolo26n,1.73,48.194,0.202,50.392,10,0.6432,0.0,51.2
390,yolo26n,1.322,50.769,0.219,52.547,10,0.6504,0.0,55.8
391,yolo26n,1.347,48.459,0.231,50.257,10,0.6401,0.0,51.2
392,yolo26n,1.334,51.488,0.207,53.251,11,0.601,0.0,53.5
393,yolo26n,1.358,48.231,0.205,50.01,11,0.6095,0.0,51.2
394,yolo26n,1.48,54.978,0.205,56.912,11,0.6062,0.0,52.2
395,yolo26n,1.337,47.378,0.204,49.128,10,0.6337,0.0,50.0
396,yolo26n,1.322,47.662,0.222,49.431,10,0.6266,0.0,51.2
397,yolo26n,1.361,47.196,0.213,48.98,10,0.6311,0.0,51.3
398,yolo26n,1.477,56.04,0.237,58.009,10,0.626,0.0,51.1
399,yolo26n,1.716,55.636,0.205,57.831,11,0.5926,0.0,55.3
400,yolo26n,1.405,56.903,0.205,58.742,11,0.5773,0.0,51.1
401,yolo26n,2.111,50.519,0.216,53.191,10,0.6235,0.0,52.3
402,yolo26n,1.336,47.822,0.203,49.586,10,0.6196,0.0,51.3
403,yolo26n,1.316,49.776,0.299,51.616,10,0.6027,0.0,53.5
404,yolo26n,1.621,49.983,0.205,52.056,10,0.5996,0.0,52.4
405,yolo26n,1.315,47.624,0.205,49.364,10,0.6024,0.0,51.3
406,yolo26n,1.632,47.25,0.215,49.363,10,0.5976,0.0,51.2
407,yolo26n,1.355,47.567,0.207,49.339,11,0.5549,0.0,51.2
408,yolo26n,1.323,47.331,0.201,49.072,11,0.546,0.0,51.3
409,yolo26n,1.357,48.139,0.199,49.921,10,0.572,0.0,51.2
410,yolo26n,1.317,48.226,0.222,49.982,10,0.5751,0.0,51.2
411,yolo26n,1.314,49.157,0.204,50.884,11,0.5398,0.0,52.4
412,yolo26n,1.352,49.557,0.204,51.327,10,0.5476,0.0,51.2
413,yolo26n,1.361,48.705,0.22,50.507,9,0.5672,0.0,52.4
414,yolo26n,1.709,48.354,0.206,50.536,10,0.5487,0.0,51.2
415,yolo26n,1.316,48.704,0.244,50.473,10,0.5582,0.0,52.4
416,yolo26n,1.381,47.892,0.205,49.701,12,0.518,0.0,48.7
417,yolo26n,1.5,49.163,0.209,51.089,12,0.556,0.0,53.5
418,yolo26n,1.428,54.012,0.229,55.908,12,0.5399,0.0,59.1
419,yolo26n,1.356,48.76,0.203,50.544,11,0.5789,0.0,51.2
420,yolo26n,1.328,49.218,0.203,50.972,11,0.5838,0.0,51.2
421,yolo26n,1.337,48.827,0.224,50.6,10,0.5742,0.0,50.0
422,yolo26n,1.715,48.601,0.205,50.805,11,0.5478,0.0,52.4
423,yolo26n,1.35,53.713,0.316,55.616,9,0.5449,0.0,56.8
424,yolo26n,1.627,59.113,0.207,61.211,9,0.5547,0.0,62.0
425,yolo26n,1.761,48.208,0.203,50.445,9,0.5922,0.0,51.2
426,yolo26n,1.346,48.049,0.215,49.826,8,0.6393,0.0,51.2
427,yolo26n,1.329,48.386,0.205,50.135,8,0.6582,0.0,50.0
428,yolo26n,1.372,48.246,0.206,50.04,7,0.7161,0.0,51.2
429,yolo26n,1.357,48.485,0.205,50.258,7,0.6903,0.0,51.2
430,yolo26n,1.663,52.41,0.226,54.572,7,0.6904,0.0,55.8
431,yolo26n,1.336,48.467,0.217,50.234,7,0.6941,0.0,50.0
432,yolo26n,1.409,48.677,0.206,50.511,7,0.6874,0.0,52.4
433,yolo26n,1.348,48.452,0.212,50.231,8,0.6534,0.0,48.8
434,yolo26n,1.381,48.77,0.205,50.573,8,0.6635,0.0,51.2
435,yolo26n,1.32,49.996,0.206,51.75,7,0.7284,0.0,52.4
436,yolo26n,1.428,48.868,0.225,50.743,7,0.7365,0.0,50.0
437,yolo26n,1.371,52.393,0.233,54.216,7,0.721,0.0,56.8
438,yolo26n,1.712,48.795,0.205,50.985,8,0.5792,0.0,51.2
439,yolo26n,1.335,48.938,0.207,50.693,8,0.6308,0.0,51.2
440,yolo26n,1.359,48.802,0.203,50.58,6,0.7387,0.0,51.2
441,yolo26n,1.341,48.531,0.202,50.295,7,0.6516,0.0,52.4
442,yolo26n,1.316,51.493,0.205,53.228,8,0.5713,0.0,52.4
443,yolo26n,1.299,49.011,0.202,50.717,8,0.5878,0.0,51.2
444,yolo26n,1.303,49.125,0.212,50.85,7,0.6196,0.0,53.7
445,yolo26n,1.363,48.652,0.212,50.444,8,0.5995,0.0,51.2
446,yolo26n,1.75,48.622,0.216,50.851,6,0.6611,0.0,50.0
447,yolo26n,1.37,49.684,0.204,51.474,5,0.7292,0.0,52.4
448,yolo26n,1.322,48.704,0.205,50.449,5,0.7593,0.0,51.2
449,yolo26n,1.344,48.464,0.214,50.243,5,0.758,0.0,51.2
450,yolo26n,1.348,48.426,0.205,50.197,5,0.7529,0.0,50.0
451,yolo26n,1.604,51.185,0.209,53.281,5,0.7163,0.0,53.3
452,yolo26n,1.335,48.654,0.202,50.398,6,0.6704,0.0,51.2
453,yolo26n,1.342,48.552,0.261,50.366,6,0.6212,0.0,51.2
454,yolo26n,1.687,48.647,0.206,50.801,6,0.5891,0.0,51.2
455,yolo26n,1.348,49.223,0.223,51.027,6,0.6017,0.0,50.0
456,yolo26n,1.321,52.116,0.207,53.853,7,0.589,0.0,54.5
457,yolo26n,1.366,56.573,0.203,58.357,8,0.5706,0.0,60.9
458,yolo26n,1.397,50.549,0.239,52.429,5,0.7013,0.0,55.8
459,yolo26n,1.357,49.299,0.211,51.084,5,0.6567,0.0,51.2
460,yolo26n,1.341,48.521,0.204,50.283,6,0.591,0.0,50.0
461,yolo26n,1.339,48.529,0.201,50.285,5,0.675,0.0,51.2
462,yolo26n,1.664,48.575,0.205,50.702,5,0.6421,0.0,52.4
463,yolo26n,1.325,48.869,0.202,50.606,6,0.5287,0.0,51.2
464,yolo26n,1.315,48.656,0.208,50.403,6,0.5202,0.0,51.2
465,yolo26n,1.328,48.744,0.206,50.486,6,0.5739,0.0,51.2
466,yolo26n,1.433,54.8,0.206,56.662,6,0.5798,0.0,50.0
467,yolo26n,1.323,48.578,0.203,50.314,5,0.6378,0.0,51.2
468,yolo26n,1.3,48.65,0.221,50.381,5,0.6353,0.0,50.0
469,yolo26n,1.347,49.107,0.273,50.947,7,0.5003,0.0,52.4
470,yolo26n,1.528,55.441,0.216,57.458,8,0.4845,0.0,52.2
471,yolo26n,1.317,48.808,0.203,50.603,9,0.4776,0.0,52.4
472,yolo26n,1.296,48.554,0.206,50.269,7,0.504,0.0,50.0
473,yolo26n,1.306,48.643,0.198,50.355,10,0.4425,0.0,51.2
474,yolo26n,1.677,48.323,0.215,50.488,10,0.4604,0.0,51.2
475,yolo26n,1.351,50.382,0.348,52.327,9,0.4796,0.0,53.5
476,yolo26n,1.538,53.274,0.205,55.315,8,0.4793,0.0,52.3
477,yolo26n,1.364,48.317,0.224,50.134,10,0.4785,0.0,51.2
478,yolo26n,1.689,48.773,0.199,50.927,11,0.4507,0.0,51.2
479,yolo26n,1.435,53.307,0.226,55.244,9,0.4696,0.0,50.0
480,yolo26n,1.336,48.232,0.219,50.006,10,0.454,0.0,51.2
481,yolo26n,1.346,49.19,0.214,50.963,8,0.5045,0.0,53.7
482,yolo26n,1.362,51.586,0.206,53.371,7,0.474,0.0,53.5
483,yolo26n,1.391,48.638,0.223,50.479,8,0.4778,0.0,51.2
484,yolo26n,1.583,56.095,0.212,58.143,7,0.4614,0.0,53.2
485,yolo26n,1.387,48.922,0.204,50.737,4,0.5863,0.0,51.2
486,yolo26n,1.322,48.175,0.207,49.942,6,0.463,0.0,50.0
487,yolo26n,1.442,62.325,0.231,64.245,5,0.4917,0.0,54.7
488,yolo26n,1.378,55.088,0.202,56.904,5,0.4826,0.0,52.2
489,yolo26n,1.376,49.791,0.202,51.586,7,0.5185,0.0,51.2
490,yolo26n,1.397,48.782,0.211,50.622,8,0.4993,0.0,53.7
491,yolo26n,1.447,48.872,0.24,50.785,8,0.4845,0.0,52.4
492,yolo26n,1.365,50.57,0.217,52.369,7,0.5568,0.0,52.4
493,yolo26n,1.674,51.524,0.227,53.694,8,0.524,0.0,54.5
494,yolo26n,1.383,51.879,0.206,53.697,7,0.5178,0.0,53.5
495,yolo26n,1.362,50.739,0.211,52.53,7,0.5168,0.0,52.3
496,yolo26n,1.397,49.316,0.202,51.134,10,0.4828,0.0,52.4
497,yolo26n,1.364,49.205,0.229,51.019,7,0.5296,0.0,52.4
498,yolo26n,1.35,49.918,0.216,51.71,8,0.566,0.0,53.7
499,yolo26n,1.336,49.504,0.208,51.268,8,0.5638,0.0,52.4
500,yolo26n,1.352,48.529,0.228,50.356,8,0.5761,0.0,52.4
501,yolo26n,1.968,62.307,0.256,64.856,6,0.6888,0.0,61.5
502,yolo26n,1.705,67.703,0.237,69.946,7,0.6241,0.0,68.4
503,yolo26n,1.707,61.685,0.206,63.865,6,0.668,0.0,56.6
504,yolo26n,1.337,50.656,0.211,52.445,6,0.7011,0.0,52.4
505,yolo26n,1.297,49.156,0.209,50.873,6,0.6468,0.0,51.2
506,yolo26n,1.34,49.899,0.205,51.674,5,0.7481,0.0,52.4
507,yolo26n,1.32,51.07,0.231,52.855,6,0.5866,0.0,55.8
508,yolo26n,1.498,51.788,0.216,53.749,6,0.6456,0.0,53.5
509,yolo26n,1.657,50.59,0.202,52.708,8,0.6058,0.0,52.3
510,yolo26n,1.355,49.134,0.211,50.906,7,0.6174,0.0,50.0
511,yolo26n,1.69,50.738,0.207,52.892,8,0.6324,0.0,55.8
512,yolo26n,1.378,49.393,0.205,51.187,8,0.5735,0.0,51.2
513,yolo26n,1.334,52.7,0.207,54.464,8,0.6757,0.0,55.6
514,yolo26n,1.453,55.171,0.235,57.134,8,0.6833,0.0,52.2
515,yolo26n,1.799,57.158,0.243,59.494,8,0.6874,0.0,63.3
516,yolo26n,1.638,69.739,0.324,71.992,8,0.6446,0.0,68.4
517,yolo26n,1.752,71.987,0.247,74.294,7,0.6735,0.0,77.6
518,yolo26n,1.447,61.469,0.269,63.429,9,0.6167,0.0,66.0
519,yolo26n,1.711,62.778,0.233,64.996,10,0.5728,0.0,69.2
520,yolo26n,1.427,58.26,0.241,60.167,9,0.631,0.0,66.7
521,yolo26n,1.435,56.202,0.215,58.085,10,0.5556,0.0,74.5
522,yolo26n,1.724,68.884,0.296,71.188,10,0.5823,0.0,79.7
523,yolo26n,1.667,66.309,0.247,68.481,10,0.5678,0.0,74.5
524,yolo26n,1.698,66.069,0.28,68.321,10,0.5896,0.0,66.1
525,yolo26n,1.684,65.559,0.246,67.768,9,0.5787,0.0,63.0
526,yolo26n,1.786,65.423,0.281,67.76,10,0.5816,0.0,78.2
527,yolo26n,1.779,72.723,0.302,75.103,11,0.5179,0.0,84.1
528,yolo26n,1.651,69.037,0.27,71.222,8,0.6227,0.0,89.7
529,yolo26n,1.633,66.519,0.253,68.666,10,0.5462,0.0,75.0
530,yolo26n,1.683,66.125,0.269,68.335,11,0.5238,0.0,71.4
531,yolo26n,1.562,65.348,0.249,67.403,9,0.5353,0.0,76.4
532,yolo26n,1.596,66.146,0.265,68.266,9,0.5572,0.0,80.0
533,yolo26n,1.64,67.472,0.256,69.615,10,0.4853,0.0,85.7
534,yolo26n,1.583,67.78,0.261,69.907,9,0.5362,0.0,69.6
535,yolo26n,1.679,68.822,0.276,71.028,10,0.5238,0.0,67.8
536,yolo26n,1.733,66.677,0.269,68.944,10,0.4989,0.0,74.1
537,yolo26n,1.564,66.337,0.251,68.393,9,0.52,0.0,77.2
538,yolo26n,1.555,66.981,0.21,69.013,10,0.5216,0.0,68.4
539,yolo26n,1.609,55.288,0.217,57.366,10,0.5026,0.0,50.0
540,yolo26n,1.357,42.581,0.204,44.352,7,0.5457,0.0,52.8
541,yolo26n,1.483,65.043,0.286,67.063,5,0.6679,0.0,54.5
542,yolo26n,1.762,54.473,0.213,56.749,7,0.5448,0.0,53.3
543,yolo26n,1.317,49.458,0.207,51.193,6,0.6575,0.0,52.4
544,yolo26n,1.352,49.366,0.227,51.176,7,0.5902,0.0,52.4
545,yolo26n,1.383,49.139,0.223,50.962,6,0.6452,0.0,51.2
546,yolo26n,1.387,49.029,0.207,50.849,6,0.6216,0.0,50.0
547,yolo26n,1.313,49.047,0.208,50.775,6,0.6393,0.0,51.2
548,yolo26n,1.426,53.087,0.213,54.987,8,0.5511,0.0,52.2
549,yolo26n,1.349,48.571,0.205,50.34,6,0.6642,0.0,52.5
550,yolo26n,1.368,48.243,0.251,50.093,7,0.571,0.0,50.0
551,yolo26n,2.371,53.116,0.22,56.91,8,0.5374,0.0,60.9
552,yolo26n,1.75,50.439,0.225,52.711,8,0.5467,0.0,54.5
553,yolo26n,1.34,48.694,0.207,50.453,8,0.5427,0.0,50.0
554,yolo26n,1.7,48.284,0.207,50.466,8,0.5438,0.0,52.4
555,yolo26n,1.347,49.669,0.214,51.454,8,0.5491,0.0,48.8
556,yolo26n,1.373,48.478,0.205,50.278,8,0.5505,0.0,52.4
557,yolo26n,1.326,48.115,0.206,49.874,7,0.6057,0.0,51.2
558,yolo26n,1.391,48.402,0.207,50.221,7,0.6145,0.0,50.0
559,yolo26n,1.345,48.448,0.203,50.209,7,0.64,0.0,52.4
560,yolo26n,1.705,49.369,0.203,51.562,7,0.6367,0.0,52.4
561,yolo26n,1.355,49.427,0.216,51.22,7,0.6356,0.0,50.0
562,yolo26n,1.373,48.56,0.207,50.36,7,0.6285,0.0,52.4
563,yolo26n,1.358,48.625,0.208,50.413,7,0.6279,0.0,51.2
564,yolo26n,1.393,50.52,0.208,52.35,7,0.6488,0.0,52.4
565,yolo26n,1.365,48.472,0.21,50.268,7,0.6698,0.0,51.2
566,yolo26n,1.37,48.493,0.224,50.315,8,0.6214,0.0,50.0
567,yolo26n,1.379,48.679,0.208,50.483,8,0.6364,0.0,48.8
568,yolo26n,1.687,48.498,0.205,50.704,8,0.6474,0.0,51.2
569,yolo26n,1.344,49.111,0.223,50.897,8,0.6443,0.0,52.4
570,yolo26n,1.38,53.836,0.257,55.705,8,0.6515,0.0,56.5
571,yolo26n,1.769,59.148,0.232,61.39,8,0.6453,0.0,61.2
572,yolo26n,1.358,48.775,0.221,50.591,8,0.6527,0.0,51.2
573,yolo26n,1.382,48.847,0.228,50.677,8,0.6334,0.0,48.8
574,yolo26n,1.364,48.77,0.207,50.571,9,0.5732,0.0,51.2
575,yolo26n,1.373,49.913,0.226,51.733,8,0.6146,0.0,52.4
576,yolo26n,1.718,48.706,0.209,50.918,8,0.627,0.0,51.2
577,yolo26n,1.34,49.06,0.207,50.811,7,0.6834,0.0,50.0
578,yolo26n,1.375,49.258,0.207,51.064,8,0.624,0.0,52.4
579,yolo26n,1.336,48.846,0.211,50.607,8,0.6433,0.0,50.0
580,yolo26n,1.349,50.282,0.205,52.065,8,0.641,0.0,52.4
581,yolo26n,1.325,49.106,0.221,50.872,7,0.7004,0.0,52.4
582,yolo26n,1.323,48.819,0.214,50.582,7,0.7125,0.0,52.4
583,yolo26n,1.367,48.681,0.206,50.462,7,0.7129,0.0,50.0
584,yolo26n,1.696,50.87,0.224,53.067,7,0.7119,0.0,54.5
585,yolo26n,1.389,49.008,0.207,50.833,7,0.7002,0.0,51.2
586,yolo26n,1.399,53.414,0.203,55.242,7,0.693,0.0,51.1
587,yolo26n,1.338,48.253,0.205,50.016,7,0.6904,0.0,51.2
588,yolo26n,1.383,48.136,0.2,49.944,7,0.687,0.0,52.4
589,yolo26n,1.348,47.762,0.213,49.551,8,0.624,0.0,50.0
590,yolo26n,1.348,49.117,0.204,50.893,7,0.692,0.0,52.5
591,yolo26n,1.335,48.386,0.21,50.139,7,0.6837,0.0,52.4
592,yolo26n,1.315,49.968,0.204,51.691,7,0.6842,0.0,53.7
593,yolo26n,1.469,53.158,0.206,55.086,7,0.672,0.0,51.1
594,yolo26n,1.327,48.087,0.203,49.833,8,0.6036,0.0,50.0
595,yolo26n,1.345,47.586,0.212,49.349,7,0.6794,0.0,51.2
596,yolo26n,1.367,48.021,0.203,49.805,7,0.6701,0.0,51.3
597,yolo26n,1.37,49.278,0.204,51.056,7,0.6836,0.0,51.2
598,yolo26n,1.322,53.615,0.239,55.404,8,0.6142,0.0,58.7
599,yolo26n,1.851,51.002,0.204,53.342,7,0.6757,0.0,53.7
600,yolo26n,1.349,48.072,0.204,49.837,10,0.5598,0.0,52.4
601,yolo26n,1.64,51.508,0.21,53.621,9,0.5907,0.0,53.5
602,yolo26n,1.34,48.642,0.207,50.403,9,0.5828,0.0,50.0
603,yolo26n,1.337,49.116,0.217,50.883,8,0.6296,0.0,52.4
604,yolo26n,1.361,48.606,0.203,50.39,7,0.6614,0.0,51.2
605,yolo26n,1.322,49.268,0.202,51.009,7,0.6641,0.0,51.2
606,yolo26n,1.339,48.662,0.22,50.43,6,0.6421,0.0,52.4
607,yolo26n,1.355,49.107,0.207,50.88,7,0.6028,0.0,51.2
608,yolo26n,1.33,48.615,0.205,50.394,6,0.6891,0.0,51.2
609,yolo26n,1.355,49.826,0.223,51.613,8,0.567,0.0,52.4
610,yolo26n,1.421,48.8,0.202,50.637,8,0.559,0.0,51.2
611,yolo26n,1.323,49.247,0.201,50.974,6,0.6958,0.0,52.4
612,yolo26n,1.347,48.622,0.203,50.383,8,0.6014,0.0,50.0
613,yolo26n,1.351,48.861,0.205,50.639,7,0.6916,0.0,51.2
614,yolo26n,1.325,48.753,0.205,50.489,7,0.6197,0.0,52.4
615,yolo26n,1.343,49.267,0.206,51.033,6,0.6948,0.0,51.2
616,yolo26n,1.324,49.19,0.217,50.937,7,0.6077,0.0,51.2
617,yolo26n,1.337,49.083,0.214,50.841,7,0.6277,0.0,53.7
618,yolo26n,1.348,50.396,0.22,52.185,7,0.6109,0.0,52.4
619,yolo26n,1.848,49.159,0.213,51.501,6,0.6899,0.0,54.5
620,yolo26n,1.35,48.993,0.203,50.761,9,0.5369,0.0,50.0
621,yolo26n,1.321,50.389,0.203,52.137,8,0.5905,0.0,52.4
622,yolo26n,1.304,48.84,0.214,50.573,7,0.6333,0.0,52.4
623,yolo26n,1.3,49.403,0.207,51.116,8,0.5993,0.0,52.4
624,yolo26n,1.33,49.809,0.225,51.589,7,0.6284,0.0,52.4
625,yolo26n,1.359,48.996,0.202,50.781,8,0.5573,0.0,51.2
626,yolo26n,1.313,48.572,0.219,50.316,7,0.588,0.0,51.2
627,yolo26n,1.419,54.004,0.218,55.863,7,0.6431,0.0,51.1
628,yolo26n,1.364,48.919,0.202,50.696,8,0.5456,0.0,52.4
629,yolo26n,1.294,53.479,0.216,55.209,6,0.6048,0.0,54.5
630,yolo26n,1.377,48.8,0.224,50.616,6,0.5729,0.0,51.2
631,yolo26n,1.334,48.866,0.213,50.62,9,0.4744,0.0,51.2
632,yolo26n,1.332,49.523,0.204,51.269,7,0.6139,0.0,51.2
633,yolo26n,1.424,49.51,0.201,51.344,7,0.6229,0.0,53.5
634,yolo26n,1.329,48.744,0.217,50.515,8,0.5508,0.0,48.8
635,yolo26n,1.314,49.891,0.212,51.625,7,0.5638,0.0,53.5
636,yolo26n,1.378,48.729,0.214,50.536,7,0.6134,0.0,50.0
637,yolo26n,1.475,56.995,0.222,58.921,7,0.6384,0.0,54.2
638,yolo26n,1.4,48.891,0.206,50.719,7,0.6534,0.0,52.4
639,yolo26n,1.316,49.316,0.204,51.043,7,0.6655,0.0,51.2
640,yolo26n,1.329,49.271,0.205,51.017,8,0.5842,0.0,52.4
641,yolo26n,1.333,49.23,0.204,50.978,8,0.6178,0.0,50.0
642,yolo26n,1.355,49.574,0.208,51.353,8,0.5926,0.0,53.7
643,yolo26n,1.361,49.176,0.211,50.969,9,0.569,0.0,51.2
644,yolo26n,1.359,50.09,0.206,51.868,8,0.6418,0.0,52.4
645,yolo26n,1.331,48.718,0.216,50.496,9,0.6069,0.0,51.2
646,yolo26n,1.341,48.721,0.208,50.485,9,0.6519,0.0,52.4
647,yolo26n,1.331,49.199,0.215,50.951,11,0.5946,0.0,50.0
648,yolo26n,1.346,49.462,0.233,51.257,9,0.6546,0.0,52.4
649,yolo26n,1.382,62.489,0.273,64.373,10,0.6224,0.0,64.7
650,yolo26n,1.745,57.36,0.21,59.599,10,0.6582,0.0,53.1
651,yolo26n,1.6,51.845,0.207,53.909,10,0.6789,0.0,53.3
652,yolo26n,1.368,48.769,0.215,50.577,9,0.7205,0.0,50.0
653,yolo26n,1.343,48.796,0.205,50.551,9,0.7169,0.0,52.4
654,yolo26n,1.432,54.839,0.225,56.727,9,0.7236,0.0,50.0
655,yolo26n,1.345,49.6,0.205,51.376,9,0.6808,0.0,53.5
656,yolo26n,1.321,50.801,0.215,52.553,8,0.7357,0.0,52.4
657,yolo26n,1.351,48.98,0.213,50.755,10,0.6053,0.0,51.2
658,yolo26n,1.379,48.834,0.211,50.642,9,0.6532,0.0,51.2
659,yolo26n,1.312,49.294,0.21,51.035,8,0.6701,0.0,51.2
660,yolo26n,1.336,48.663,0.214,50.438,8,0.7101,0.0,51.2
661,yolo26n,1.381,48.752,0.221,50.56,8,0.6999,0.0,52.4
662,yolo26n,1.359,48.736,0.218,50.549,10,0.5764,0.0,50.0
663,yolo26n,1.344,48.869,0.207,50.631,8,0.6327,0.0,52.4
664,yolo26n,1.337,48.835,0.216,50.599,8,0.6373,0.0,50.0
665,yolo26n,1.326,48.865,0.205,50.602,8,0.628,0.0,51.2
666,yolo26n,1.347,49.351,0.222,51.142,8,0.6735,0.0,51.2
667,yolo26n,1.379,48.953,0.219,50.764,7,0.658,0.0,51.2
668,yolo26n,1.508,53.398,0.227,55.407,8,0.6327,0.0,52.3
669,yolo26n,1.352,49.242,0.207,51.018,7,0.6851,0.0,50.0
670,yolo26n,1.36,48.62,0.202,50.399,8,0.5875,0.0,51.2
671,yolo26n,1.337,48.742,0.211,50.511,8,0.5834,0.0,51.2
672,yolo26n,1.416,48.646,0.215,50.491,5,0.7491,0.0,51.2
673,yolo26n,1.387,49.227,0.224,51.062,6,0.7186,0.0,52.4
674,yolo26n,1.365,48.824,0.21,50.621,5,0.7503,0.0,51.2
675,yolo26n,1.325,49.376,0.223,51.134,7,0.6202,0.0,51.2
676,yolo26n,1.376,48.289,0.205,50.079,7,0.662,0.0,51.2
677,yolo26n,1.336,48.934,0.204,50.681,6,0.6621,0.0,51.2
678,yolo26n,1.371,49.936,0.228,51.751,7,0.6289,0.0,52.4
679,yolo26n,1.337,49.85,0.244,51.645,7,0.6243,0.0,52.4
680,yolo26n,1.473,49.124,0.202,51.037,7,0.6249,0.0,51.2
681,yolo26n,1.34,49.001,0.219,50.774,7,0.6638,0.0,52.4
682,yolo26n,1.349,48.554,0.222,50.34,7,0.6895,0.0,50.0
683,yolo26n,1.429,55.991,0.218,57.87,8,0.6366,0.0,54.2
684,yolo26n,1.387,48.541,0.203,50.346,7,0.6885,0.0,51.2
685,yolo26n,1.33,48.848,0.205,50.595,8,0.6132,0.0,51.2
686,yolo26n,1.363,48.596,0.205,50.375,8,0.6121,0.0,50.0
687,yolo26n,1.335,48.817,0.205,50.571,8,0.5846,0.0,52.4
688,yolo26n,1.361,48.473,0.203,50.26,9,0.5771,0.0,51.2
689,yolo26n,1.392,49.295,0.209,51.116,9,0.5944,0.0,51.2
690,yolo26n,1.442,49.388,0.205,51.257,9,0.5828,0.0,52.4
691,yolo26n,1.347,48.683,0.205,50.453,9,0.6352,0.0,51.2
692,yolo26n,1.354,49.313,0.205,51.083,9,0.6315,0.0,50.0
693,yolo26n,1.338,49.34,0.206,51.11,9,0.6448,0.0,52.4
694,yolo26n,1.37,50.115,0.228,51.956,10,0.5953,0.0,52.4
695,yolo26n,1.31,49.401,0.21,51.142,10,0.5901,0.0,52.4
696,yolo26n,1.355,49.726,0.204,51.506,10,0.5982,0.0,51.2
697,yolo26n,1.414,49.721,0.207,51.549,9,0.6354,0.0,52.4
698,yolo26n,1.323,50.244,0.209,51.994,9,0.625,0.0,52.4
699,yolo26n,1.336,48.894,0.201,50.649,12,0.5579,0.0,51.2
700,yolo26n,1.44,53.966,0.206,55.841,12,0.5586,0.0,52.2
701,yolo26n,1.638,52.982,0.223,55.113,11,0.5964,0.0,54.5
702,yolo26n,1.346,48.901,0.216,50.674,11,0.5923,0.0,50.0
703,yolo26n,1.354,49.058,0.211,50.828,11,0.5762,0.0,51.2
704,yolo26n,1.354,49.185,0.224,50.995,10,0.6046,0.0,51.2
705,yolo26n,1.382,48.663,0.216,50.48,9,0.6536,0.0,51.2
706,yolo26n,1.355,49.158,0.217,50.94,11,0.5973,0.0,51.2
707,yolo26n,1.361,52.564,0.239,54.38,11,0.5955,0.0,55.6
